Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B01194,440 CAR SERVICE INC.,,2017,7,July,5298,0,25
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2021,4,April,5336,0,37
B01492,MOBILE #1 CAR SERVICE INC.,,2022,4,April,202,0,3
B03303,MOTA LUXURY CORP.,,2022,4,April,833,0,6
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2016,6,June,6900,0,29
B02897,FC LIMOUSINE INC,,2016,4,April,418,0,24
B01061,DAT RADIO DISP INC,,2020,11,November,7861,0,43
B02182,"FINEST CAR SERVICE, LLC",,2020,10,October,5906,0,78
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2016,11,November,4983,0,27
b01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2016,7,July,8044,0,22
B02754,TIGER CAR SERVICE INC.,,2015,10,October,77,0,1
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2020,11,November,304,0,17
B02658,ASCONA CAR SERVICE INC.,,2020,5,May,353,0,9
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2020,9,September,418,0,5
B02729,LOW TOUCH LUXURY INC.,,2022,1,January,162,0,14
B01259,THE NEW BROOKLYN C/S INC,,2017,8,August,14842,0,61
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2016,6,June,742,0,25
B00334,DO MAX CORP.,HIGH BRIDGE C/S,2016,1,January,3853,0,44
B01009,UNITED LIMO C/M SVC CORP,,2016,11,November,1459,0,13
B01777,PREMIUM RADIO DISP & MULTI SVC,,2021,9,September,2639,0,39
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2016,9,September,4983,0,95
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2015,9,September,2680,0,11
B02107,APOLLO RADIO DISPATCH INC.,,2016,6,June,14912,0,118
B00084,AUTOMOTIVE SVC SYSTEM INC,,2017,1,January,390,0,25
B02243,BARONAS LUXURY II INC,,2017,7,July,6018,0,79
B02249,"LA RAZA CAR SERVICE, INC.",,2020,1,January,1748,0,10
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2017,8,August,636,0,16
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2021,6,June,440,0,2
B02707,CORONA PLAZA CAR & LIMO SERVICES INC.,,2017,12,December,1630,0,28
B02963,GULF LUXURY INC,,2019,1,January,124,0,5
B00827,"CASTLE CAR SERVICE, INC",,2021,1,January,480,0,2
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2016,3,March,14253,0,24
B01525,NORTHSIDE BK LLC,,2019,2,February,364,0,5
B01190,NEW BELL CAR SERVICE CORP,,2020,9,September,2076,0,27
B00030,TREMONT DISPATCHING CORP,,2016,5,May,175,0,2
B02292,NEW YORK APPLE V.I.P. CORP,,2018,3,March,1390,0,7
B02180,PEGASUS TRANSPORT SERVICE INC.,,2016,3,March,925,0,40
B02711,TRANS CITY TRANSPORTATION INC,DIAL 7 ON DEMAND,2021,7,July,2,0,1
B01364,NY ATLIXCO CAR SERVICE INC,,2016,4,April,4946,0,26
B00001,LONDON TOWNCARS INC,,2022,3,March,688,0,19
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2020,9,September,142,0,5
B03023,HERMANY LIMO TRANSPORTATION LLC,,2018,9,September,290,0,5
B02839,YERUSHALAYIM CAR&LIMO INC,,2020,3,March,434,0,4
B00608,SUMMIT CORPORATE CAR INC.,,2019,10,October,1259,0,29
B02026,A RIDE FOR ALL LLC,,2017,5,May,70,0,1
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2020,8,August,53,0,6
B01614,R TRANSPORT INC,,2021,2,February,131,0,3
B01285,UNION RADIO DISPATCH INC,,2018,10,October,15935,0,99
B02811,M.L TRIPS CORP.,,2020,9,September,266,0,15
B01009,UNITED LIMO C/M SVC CORP,,2020,9,September,363,0,7
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2021,5,May,768,0,8
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,8,August,15415,0,102
B01263,"RACHEL'S CAR SERVICE,INC.",,2017,10,October,5158,0,21
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2021,12,December,3320,0,22
B01742,"AVALON TRANSPORTATION, LLC",,2020,6,June,82,0,10
B02316,"AJAY CAR SERVICE, LLC.",,2016,10,October,669,0,7
B03129,PHASE ONE TRANSPORT INC.,,2018,11,November,721,0,12
B01741,MONACO LIMO & CAR SERVICES INC.,,2018,12,December,332,0,10
B03002,"REYNO,INC.",,2021,8,August,3668,0,26
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2016,8,August,6644,0,49
B02913,DAT TRANSPORTATION INC.,,2018,5,May,174,0,13
B01362,AMERICAN BASE NO.1 INC.,,2015,10,October,38935,0,270
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2021,6,June,190,0,40
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2018,8,August,286,0,7
B00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2016,8,August,805,0,31
B03173,ABIAN TRANSPORTATION INC.,,2022,4,April,469,0,8
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2021,2,February,1178,0,18
B01273,PUERTO RICO CAR SERVICE INC.,,2016,7,July,5587,0,28
B02760,VISMAR RADIO DISPATCH INC.,,2018,4,April,306,0,6
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2018,9,September,2891,0,18
B03402,RL VIP LIMO INC,,2022,1,January,22,0,2
B02509,NY MINUTE CAR SERVICE INC.,,2019,11,November,12724,0,60
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2021,3,March,358,0,90
B02727,OSCAR LIMOUSINE INC,,2021,6,June,107,0,3
B03011,GOOD DAY TRANSPORTATION INC,,2018,5,May,55,0,8
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2019,5,May,3331,0,9
B03152,EXIT LUXURY INC.,,2019,3,March,16,0,8
B02715,GROUNDANYWHERE LLC,,2015,6,June,11853,0,224
B01536,FIRST CLASS C/L SVC CORP,,2020,2,February,14025,0,93
B03050,"TORINKO NY, LLC",,2018,4,April,202,0,13
B02594,FENIX MOBILE DISPATCHERS LTD,,2020,6,June,560,0,3
B00827,"CASTLE CAR SERVICE, INC",,2019,11,November,1052,0,4
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2017,11,November,2507,0,14
B01625,GLOBE CAR SERVICE INC,,2020,2,February,881,0,4
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2020,10,October,4833,0,49
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2015,8,August,906,0,7
B02138,"GUADALUPANA CAR LIMO, INC",,2017,5,May,4726,0,18
B00856,BEE-BEE CAR SERVICE INC.,,2020,5,May,23874,0,128
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2019,8,August,1865,0,45
B00095,LIBERTY CAR SERVICE INC.,,2017,8,August,5887,0,28
B02849,BROOKLYN RIDES CORP,,2018,3,March,14855,0,101
B03080,AMBAR TRANSPORTATION INC.,,2019,6,June,893,0,7
B02996,FOREVER BLUE CAR SERVICE INC.,,2020,2,February,1326,0,19
B00449,A KINGS HWY C/S INC.,,2020,11,November,5166,0,19
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2021,8,August,234,0,63
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2016,11,November,2913,0,33
B02901,GALLANT LUXURY SERVICE CORP.,,2019,5,May,1279,0,12
B01726,SUPER CLASS RADIO DISP INC,,2020,1,January,8429,0,62
B00171,CURB TRANSPORTATION SERVICES LLC.,,2017,11,November,3037,0,18
B01009,UNITED LIMO C/M SVC CORP,,2017,11,November,744,0,8
B01963,AFRO CAR SERVICE CORP,,2020,12,December,3078,0,20
B01057,NEW AMERICAN C/L SVC,,2018,9,September,904,0,9
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2022,1,January,3835,0,25
B00859,PROMENADE CAR LEASE INC,,2015,9,September,956,0,8
B02331,"CHICO EXPRESS LIMO, INC.",,2021,5,May,1521,0,6
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2016,2,February,292,0,57
B02418,PLUSH SERVICES CORP,,2022,2,February,291,0,6
B02849,BROOKLYN RIDES CORP,,2019,4,April,17898,0,133
B03266,HOYT LIMO & SERVICE CORP.,,2020,6,June,5978,0,32
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2020,10,October,4392,0,13
B02611,SS LIMOUSINE SERVICE INC,,2018,4,April,131,0,3
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,2,February,3051,0,10
B02471,TSU GLOBAL SERVICES INC,,2018,7,July,107,0,5
B02379,THE OPTION TRANSPORTATION CORP.,,2019,11,November,2544,0,26
B03113,MIKE'S VIP TRANSPORTATION INC.,,2020,8,August,409,0,22
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2017,1,January,5155,0,36
B00411,FONE-A-CAR INC,,2022,6,June,368,0,117
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2015,12,December,45,0,13
B01285,UNION RADIO DISPATCH INC,,2018,2,February,19201,0,118
B01984,NY 88 EXPRESS CORP.,,2018,2,February,26527,0,142
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2018,10,October,3826,0,12
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2018,5,May,1350,0,7
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2017,1,January,3650,0,41
B01779,APEX CAR & LIMO SVCE INC,,2017,12,December,712,0,34
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2021,9,September,138,0,5
B02191,US LIMO SYSTEM INC,,2020,7,July,8,0,5
B02797,CJ LIMOUSINE LLC,,2017,7,July,301,0,10
B02453,MCW CAR & LIMO INC.,,2018,8,August,38,0,8
B02695,SEE USA TOURS INC.,,2018,12,December,145,0,4
B02424,FRIENDLY RIDE INC,,2021,3,March,10,0,2
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2017,5,May,1002,0,11
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2017,8,August,22,0,4
B02860,EVERY WHERE LIMO SERVICE INC.,,2019,6,June,310,0,15
B00827,"CASTLE CAR SERVICE, INC",,2017,7,July,1222,0,6
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2017,10,October,3661,0,21
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2019,12,December,4729,0,175
B02418,PLUSH SERVICES CORP,,2018,3,March,389,0,11
B01013,AMERICANA TRANSPORTATION LLC,,2019,10,October,1126,0,7
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2022,6,June,29,0,2
B01362,AMERICAN BASE NO.1 INC.,,2017,2,February,16494,0,120
B02016,PLANET LIMOUSINE LLC,,2016,4,April,3327,0,65
B02397,CHICO EXPRESS CORP. 2,,2019,6,June,532,0,2
B02826,NEW BELL LUXURY CORP,,2017,7,July,2994,0,36
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2018,2,February,58,0,6
b01244,MASADA II C/L SVC INC,,2016,9,September,1435,0,7
B02769,MAVROS TRANSPORTATION INC,,2021,2,February,1001,0,10
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2016,2,February,771,0,13
B02173,ADMIRE LLP LLC,,2021,2,February,50,0,6
LYFT,LYFT,LYFT,2017,4,April,1766732,0,23250
B02838,THA MAYA CAR SERVICE INC,,2017,9,September,447,0,10
B03008,CROWN CAR & LIMO SERVICE INC.,,2019,5,May,78,0,5
B02173,ADMIRE LLP LLC,,2017,11,November,290,0,9
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2017,4,April,50,0,10
B03156,EPIC CAR SERVICE INC.,,2019,6,June,2748,0,28
B02980,ADVANTAGE LIMO OF NY INC,,2019,8,August,142,0,6
B01751,CONCORDE EXP OF N.Y. INC,,2019,6,June,2689,0,11
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2020,9,September,1270,0,6
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,1,January,2303,0,28
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2020,7,July,138,0,4
B01779,APEX CAR & LIMO SVCE INC,,2018,2,February,363,0,24
B02229,NEW FAT INC.,ELEGANTE,2020,2,February,1300,0,14
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2020,1,January,1411,0,6
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,1,January,21836,0,128
B02167,MADISON LIMOUSINE INC,,2020,1,January,54,0,6
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2019,3,March,230,0,14
B01540,ROCKAWAY VIP SERVICE INC.,,2016,4,April,12671,0,48
B01061,DAT RADIO DISP INC,,2019,7,July,23467,0,107
B01244,MASADA II C/L SVC INC,,2018,6,June,841,0,5
B02826,NEW BELL LUXURY CORP,,2018,7,July,4693,0,31
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2021,11,November,952,0,13
B01990,SUK INCORPORATED,RAINBOW LIMO,2016,10,October,805,0,44
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2022,2,February,1048,0,5
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2018,8,August,28379,328,157
VIA,VIA,VIA,2021,9,September,88132,25022,1665
B01066,DOMINICANA RAD DISP INC,,2018,2,February,8699,0,54
B01601,YOURS CAR SERVICE INC,,2019,10,October,1873,0,8
B01738,SAETA CAR SERVICE INC.,,2021,7,July,895,0,4
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2019,12,December,34,0,6
B00457,PREMIUM BRONX CORP,,2016,7,July,21164,0,165
B02401,NORTHSIDE BK LLC,,2017,10,October,2925,0,124
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2022,4,April,220,0,12
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2015,2,February,24705,0,149
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2019,11,November,4332,0,20
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2019,1,January,2567,0,78
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2015,10,October,88,0,24
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2021,11,November,6721,0,51
B02653,NEW COLLEGE CAR SVCE INC,,2021,4,April,4653,0,31
B00221,PROFESSIONAL CAR SERVICE INC,,2020,10,October,4063,0,38
B02160,"12TH STREET LUXURY CARS, INC.",,2017,9,September,101,0,20
B01349,CAPRICORN LIMO SVC INC,,2020,5,May,31,0,3
B02551,CHIEF LIMO INC.,,2019,12,December,16,0,7
B01777,PREMIUM RADIO DISP & MULTI SVC,,2019,3,March,3647,0,80
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2019,7,July,1869,0,11
B02695,SEE USA TOURS INC.,,2015,5,May,268,0,6
B02834,811 TRANSIT CORP,,2017,7,July,3382,0,22
B03287,2S LUXURY INC.,,2021,4,April,309,0,7
B01559,MUNKACS CAR SVC LTD,,2018,6,June,3492,0,13
B01466,FIVE STAR,,2022,3,March,247,0,8
B02737,BWJ GROUP INC,,2016,4,April,6136,0,31
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2017,8,August,1923,0,19
B02925,SIGNATURE BLACK CAR LLC,,2018,3,March,298,0,8
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2018,7,July,209,0,1
B02191,US LIMO SYSTEM INC,,2015,11,November,1391,0,32
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2015,5,May,127,0,6
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2022,1,January,548,0,44
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2021,3,March,998,0,6
B03030,Q-FIRST LIMOUSINE CORP.,,2018,6,June,149,0,10
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2018,4,April,839,0,9
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2021,12,December,1194,0,6
B01559,MUNKACS CAR SVC LTD,,2021,12,December,2578,0,11
B00053,CHARGE AND RIDE INC,,2015,3,March,2340,0,103
B00446,COMMUNICAR INCORPORATED,,2017,2,February,4652,0,117
B02551,CHIEF LIMO INC.,,2017,9,September,6,0,3
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2021,1,January,972,0,10
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2017,11,November,2779,0,15
B02739,TRAXLINE CAR SERVICE INC.,,2019,5,May,450,0,9
B01413,SFL INC,,2020,3,March,800,0,41
B01710,"79 MASADA III, INC.",MASADA III,2019,8,August,9437,0,42
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,5,May,165,0,7
B01236,BLS LIMO SVC OF NY INC,,2016,4,April,3256,0,60
B02110,"OPTIMUM CAR & LIMO, INC.",,2016,7,July,2108,0,8
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2017,1,January,170,0,6
B00369,BOULEVARD OPERATING INC.,,2019,8,August,290,0,2
B02797,CJ LIMOUSINE LLC,,2018,2,February,473,0,10
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2018,7,July,3429,0,82
B01196,DIPLO RAD DISP INC,,2017,7,July,12796,0,105
B00001,LONDON TOWNCARS INC,,2017,4,April,1591,0,29
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2022,1,January,32,0,3
B02416,"NEW STORM CAR SERVICE, INC.",,2017,4,April,12337,0,18
B01614,R TRANSPORT INC,,2018,9,September,506,0,4
B00446,COMMUNICAR INCORPORATED,,2015,11,November,6300,0,134
B01479,PRATT CAR SERVICE INC,,2016,4,April,1526,0,10
B03127,ULTIMATE BLACK CAR CORP.,,2019,1,January,7,0,2
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2019,3,March,11,0,1
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2019,3,March,121,0,22
B03263,RITZY TRANSPORTATION CORP.,,2022,2,February,333,0,2
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2021,11,November,251,0,30
B00948,510 CAR SERVICE CORP,,2020,7,July,2574,0,15
B02303,MINEOLA TRANSPORTATION INC.,,2017,2,February,209,0,4
B01338,3210 WEBSTER AV PRESTIGE C/S,,2019,4,April,17260,0,94
B02924,CELEBRITY LUXURY INC.,,2020,5,May,45,0,8
B03074,BLACKBIRD WORLDWIDE CORP,,2018,3,March,570,0,14
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2020,6,June,508,0,2
B00095,LIBERTY CAR SERVICE INC.,,2018,8,August,4222,0,27
B01013,AMERICANA TRANSPORTATION LLC,,2017,12,December,1038,0,6
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2019,3,March,2,0,2
B03153,GYPSY TRANSPORTATION CORP.,,2020,7,July,23,0,1
UBER,UBER,UBER,2020,11,November,8375281,0,44349
B01061,DAT RADIO DISP INC,,2018,12,December,33124,0,134
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2022,2,February,266,0,1
B02731,EMES OF BOROPARK CAR SERVICE INC,,2018,10,October,636,0,5
B00277,ALL CITY CORP TRANS INC,,2018,5,May,1498,0,39
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2017,2,February,16096,0,90
B01312,BROOKLYN RAD DISP INC,,2017,7,July,4257,0,167
B02061,ROYAL COACHMAN LTD.,,2015,11,November,246,0,15
B02133,"TWR CAR & LIMO, INC.",,2021,2,February,8903,0,125
B01083,BROAD DYCKMAN C/S INC,,2020,6,June,4525,0,22
B01536,FIRST CLASS C/L SVC CORP,,2020,7,July,8318,0,66
B02997,KALUMA TRANSPORTATION GROUP INC.,,2021,8,August,31,0,6
B00210,"HOWARD CAR SERVICE,INC.",,2016,4,April,388,0,13
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2016,8,August,9845,0,46
B02315,LA MORENITA CAR LIMO SERVICE INC,,2017,11,November,2997,0,15
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2017,12,December,8988,0,10
B01437,MERENGUE LIMO & C/S INC,,2017,10,October,11897,0,50
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2018,6,June,1786,0,9
B00837,"CAREY LIMOUSINE NY, INC",,2020,8,August,3712,0,69
B02228,SPECIAL RADIO DISP.CORP.,,2018,1,January,1425,0,9
B01710,"79 MASADA III, INC.",MASADA III,2017,6,June,302,0,9
B00727,RECHEV OF BROOKLYN INC,,2017,1,January,1521,0,6
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2016,1,January,2339,0,50
B00429,SURF CAR SYSTEMS INC,,2020,12,December,2413,0,29
B02987,7 WAYS TRANSPORTATION CORP.,,2021,9,September,248,0,11
B01341,A NEW DAY RAD DISP INC,,2020,4,April,211,0,4
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2017,12,December,7885,0,49
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2019,12,December,4879,0,65
B01091,A & R GOLDEN EXP INC,,2017,9,September,2978,0,7
B03233,COMPASS TRANSPORTATION GROUP WORLDWIDE INC,COMPASS RIDES WORLDWIDE,2021,7,July,8,0,1
B02688,KJ TRANSPORTATION,,2018,1,January,2682,0,34
B02536,SEAGULL RIDE CORP,,2017,9,September,3725,0,11
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2020,8,August,28,0,3
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2020,7,July,533,0,81
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2015,7,July,43743,0,208
UBER,UBER,UBER,2021,1,January,8704128,0,39982
B02922,"HY'S LIVERY SERVICE,INC.",,2018,2,February,14,0,9
B01800,EMPIRE INTERNATIONAL LTD.,,2016,11,November,10497,0,296
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2020,1,January,2141,0,10
B00919,HARLEM CARS INC.,,2019,7,July,3638,0,23
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,10,October,201,0,2
B02228,SPECIAL RADIO DISP.CORP.,,2017,2,February,2131,0,20
B02021,EASYRIDE CAR SERVICE INC.,,2019,4,April,1764,0,9
B00472,FARRELL'S LEASING CO.,,2018,2,February,743,0,45
B01340,UNICAR COMPANY INC,,2016,8,August,19713,0,105
B03367,SHOW LIMO CORP.,,2022,1,January,107,0,11
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2020,6,June,1562,0,10
B02901,GALLANT LUXURY SERVICE CORP.,,2019,4,April,1533,0,11
B02397,CHICO EXPRESS CORP. 2,,2021,6,June,4,0,1
B02965,ORION LUXURY CORP,,2019,7,July,757,0,12
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2019,10,October,2976,0,13
B00160,JAFFA CAR & LIMO SVC INC,,2019,3,March,2687,0,15
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2021,7,July,2706,0,9
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2021,10,October,702,0,3
B00031,QUEENS VILLAGE INC.,,2020,4,April,85,0,1
B03194,"SUNNY DAY TRANSPORTATION,CORP",SUN LIGHT CAR AND LIMO,2021,5,May,536,0,7
B01398,ALEX EXP C/L INC,,2018,12,December,2333,0,9
B02401,NORTHSIDE BK LLC,,2017,5,May,3368,0,105
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2017,7,July,644,0,21
B02509,NY MINUTE CAR SERVICE INC.,,2022,2,February,2868,0,22
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2019,5,May,28392,0,164
B02144,"SILVER STAR LIMOUSINES, INC.",,2017,6,June,255,0,11
B01061,DAT RADIO DISP INC,,2019,3,March,25912,0,131
B01875,ON LINE LIMOUSINE LLC,,2016,12,December,1603,0,54
B02664,CORPORATE CAR LTD.,,2018,9,September,138,0,44
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2019,1,January,825,0,8
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2019,8,August,1415,0,6
B01091,A & R GOLDEN EXP INC,,2018,3,March,2853,0,6
B01606,LA MEXICANA EXPRESS INC.,,2020,4,April,524,0,3
B01145,ULTRA RADIO DISP INC,,2015,10,October,33661,0,182
B01231,GO CAR CORP.,,2021,8,August,9823,0,123
B00013,LOVE CORPORATE CAR INC,,2019,6,June,3091,0,92
B00449,A KINGS HWY C/S INC.,,2017,1,January,5365,0,20
B02245,OCEANA CAR AND LIMO,,2017,9,September,4372,0,15
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2017,2,February,25355,0,141
B01109,UNITED EXP C/L SVCE,,2019,9,September,589,0,16
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2020,11,November,473,0,4
B01710,"79 MASADA III, INC.",MASADA III,2020,4,April,2247,0,13
B02727,OSCAR LIMOUSINE INC,,2018,2,February,295,0,7
B00350,A & A CHAMPION CAR LIMO SVC INC,,2020,12,December,2502,0,23
B02021,EASYRIDE CAR SERVICE INC.,,2017,9,September,1504,0,7
B03202,JUPITER SELECT LLC,,2021,3,March,989,0,9
B02799,CHURCH AVENUE EXPRESS INC,,2016,11,November,1979,0,14
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2017,1,January,20343,0,135
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2017,12,December,91,0,7
B01318,LOWER EAST SIDE C/S CORP,,2017,12,December,7996,0,45
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2018,8,August,73,0,6
B00202,"EXCELSIOR CAR & LIMO, INC.",,2017,3,March,493,0,10
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2019,3,March,1988,0,23
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2019,9,September,11308,0,121
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2020,12,December,248,0,12
B02809,NBT TRANSPORTATION INC,,2016,6,June,1625,0,25
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2019,2,February,3580,0,16
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2018,7,July,13,0,1
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2017,12,December,5247,0,38
B02138,"GUADALUPANA CAR LIMO, INC",,2021,4,April,3763,0,18
B00255,CAUTIOUS CARS CORP,,2019,5,May,251,0,15
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,12,December,37,0,10
B00013,LOVE CORPORATE CAR INC,,2015,7,July,9028,0,135
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2017,12,December,1511,0,10
B01386,FENIX PREMIUM CORP.,,2017,6,June,7913,0,33
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,4,April,1146,0,52
B02331,"CHICO EXPRESS LIMO, INC.",,2018,11,November,2696,0,10
B01467,NEW EXPERIENCE #1 INC,,2016,3,March,18367,0,82
